Id,year,brand,full_model_name,model_name,price,distance_travelled(kms),fuel_type,city,brand_rank,car_age
1202,2020,Volkswagen,Volkswagen Polo Highline Plus 1.2( P)16 Alloy [2017-2018],Polo,775000,16000,Petrol,Chennai,3,1
1203,2018,Toyota,Toyota Fortuner 2.8 4x2 AT [2016-2020],Fortuner,2700000,100000,Diesel,Chennai,1,3
1204,2018,Toyota,Toyota Innova Crysta 2.4 VX 8 STR [2016-2020],Innova,2050000,42500,Diesel,Chennai,1,3
1205,2017,Toyota,Toyota Fortuner 2.8 4x2 MT [2016-2020],Fortuner,2800000,420000,Diesel,Chennai,1,4
1206,2012,Mercedes-Benz,Mercedes-Benz C-Class 250 CDI Elegance,C-Class,1450000,48000,Diesel,Chennai,2,9
1207,2011,BMW,BMW 3 Series 320d,3,1275000,64000,Diesel,Chennai,4,10
1208,2018,Toyota,Toyota Fortuner 2.8 4x2 AT [2016-2020],Fortuner,2700000,100000,Diesel,Chennai,1,3
1209,2018,Toyota,Toyota Innova Crysta 2.4 VX 8 STR [2016-2020],Innova,2050000,42500,Diesel,Chennai,1,3
1210,2016,Mercedes-Benz,Mercedes-Benz GLS 350 d,GLS,5200000,82420,Diesel,Chennai,2,5
1211,2011,Mercedes-Benz,Mercedes-Benz C-Class 220 CDI Sport,C-Class,1150000,73000,Diesel,Chennai,2,10
1212,2018,Mercedes-Benz,Mercedes-Benz CLA 200 CDI Sport,CLA,3200000,15600,Diesel,Chennai,2,3
1213,2015,Audi,Audi A3 35 TDI Premium + Sunroof,A3,1850000,58600,Diesel,Chennai,10,6
1214,2019,Mercedes-Benz,Mercedes-Benz GLS 350 d,GLS,7200000,58548,Diesel,Chennai,2,2
1215,2015,BMW,BMW 3 Series 320d Prestige,3,2200000,22261,Diesel,Chennai,4,6
1216,2018,Land Rover,Land Rover Discovery Sport HSE,Discovery,4400000,28800,Diesel,Chennai,18,3
1217,2017,Skoda,Skoda Octavia 2.0 TDI CR Style Plus AT [2017],Octavia,2000000,30000,Diesel,Chennai,27,4
1218,2017,Honda,Honda WR-V VX MT Diesel,WR-V,875000,43000,Diesel,Chennai,7,4
1219,2012,Audi,Audi A6 2.0 TDI Premium,A6,1700000,76000,Diesel,Chennai,10,9
1220,2009,Audi,Audi A4 2.0 TFSI,A4,1025000,65000,Petrol,Chennai,10,12
1221,2014,Honda,Honda City VX (O) MT,City,785000,20000,Petrol,Chennai,7,7
1222,2016,BMW,BMW X1 sDrive20d xLine,X1,2600000,36000,Diesel,Chennai,4,5
1223,2014,Ford,Ford EcoSport Titanium 1.0 Ecoboost,EcoSport,525000,73000,Petrol,Chennai,8,7
1224,2016,Hyundai,Hyundai Elite i20 Asta 1.2 (O) [2016],Elite,675000,12000,Petrol,Chennai,14,5
1225,2019,Ford,Ford EcoSport Titanium 1.5 Ti-VCT AT,EcoSport,850000,23000,Petrol,Chennai,8,2
1226,2020,Audi,Audi A4 35 TDI Premium Plus,A4,4400000,16000,Diesel,Chennai,10,1
1227,2013,Audi,Audi A6 35 TDI Premium,A6,2100000,40000,Diesel,Chennai,10,8
1228,2012,BMW,BMW 5 Series 520d Sedan,5,1800000,82000,Diesel,Chennai,4,9
1229,2019,Mahindra,Mahindra Alturas G4 2WD AT [2018-2020],Alturas,2700000,30000,Diesel,Chennai,24,2
1230,2017,Mercedes-Benz,Mercedes-Benz E-Class E 220 d Avantgarde,E-Class,4500000,17000,Diesel,Chennai,2,4
1231,2013,Honda,Honda Amaze 1.5 S i-DTEC,Amaze,425000,100000,Diesel,Chennai,7,8
1232,2013,Hyundai,Hyundai i20 Magna 1.4 CRDI,i20,410000,83000,Diesel,Chennai,14,8
1233,2018,Hyundai,Hyundai Verna 1.6 CRDI SX (O),Verna,1250000,38000,Diesel,Chennai,14,3
1234,2012,Honda,Honda City 1.5 E MT,City,525000,40000,Petrol,Chennai,7,9
1235,2016,BMW,BMW 7 Series 730Ld DPE (CBU),7,5650000,54000,Diesel,Chennai,4,5
1236,2014,BMW,BMW 3 Series 320d Sport Line,3,2250000,55000,Diesel,Chennai,4,7
1237,2021,Ford,Ford Endeavour Titanium Plus 2.0 4x4 AT,Endeavour,3850000,8000,Diesel,Chennai,8,0
1238,2014,Fiat,Fiat Abarth 595 Competizione,Abarth,2000000,18000,Petrol,Chennai,43,7
1239,2019,Honda,Honda Jazz VX CVT Petrol,Jazz,900000,11505,Petrol,Chennai,7,2
1240,2018,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,2150000,7686,Diesel,Chennai,1,3
1241,2019,Honda,Honda Jazz VX Petrol,Jazz,900000,1664,Petrol,Chennai,7,2
1242,2016,Hyundai,Hyundai Creta 1.6 SX,Creta,1090000,69138,Diesel,Chennai,14,5
1243,2020,Toyota,Toyota Innova Crysta 2.4 ZX AT 7 STR,Innova,2790000,2762,Diesel,Chennai,1,1
1244,2017,Honda,Honda WR-V VX MT Petrol,WR-V,800000,4593,Petrol,Chennai,7,4
1245,2015,Maruti Suzuki,Maruti Suzuki Ertiga VDi,Ertiga,725000,75000,Diesel,Chennai,32,6
1246,2013,Toyota,Toyota Innova 2.5 VX 8 STR BS-III,Innova,1100000,107000,Diesel,Chennai,1,8
1247,2016,Honda,Honda City SV Diesel,City,810000,62000,Diesel,Chennai,7,5
1248,2008,Hyundai,Hyundai Santro Xing GLS,Santro,170000,63000,Petrol,Chennai,14,13
1249,2014,Renault,Renault Duster RXL Petrol,Duster,565000,25000,Petrol,Chennai,15,7
1250,2015,Hyundai,Hyundai i10 Sportz 1.1 iRDE2 [2010--2017],i10,400000,40000,Petrol,Chennai,14,6
1251,2018,Hyundai,Hyundai Verna 1.6 CRDI SX,Verna,1025000,40000,Diesel,Chennai,14,3
1252,2010,Tata,Tata Nano LX,Nano,80000,10001,Petrol,Chennai,40,11
1253,2019,Hyundai,Hyundai Verna 1.6 VTVT SX (O),Verna,1195000,10000,Petrol,Chennai,14,2
1254,2016,Mahindra,Mahindra TUV300 T8 AMT mHAWK100,TUV300,875000,38000,Diesel,Chennai,24,5
1255,2019,Maruti Suzuki,Maruti Suzuki Vitara Brezza ZDi+ Dual Tone [2017-2018],Vitara,1150000,14000,Diesel,Chennai,32,2
1256,2019,Honda,Honda Jazz VX Petrol,Jazz,790000,11000,Petrol,Chennai,7,2
1257,2018,Mahindra,Mahindra XUV500 W5 [2018-2020],XUV500,1290000,29000,Diesel,Chennai,24,3
1258,2020,Mahindra,Mahindra XUV300 1.2 W6 [2019-2019],XUV300,990000,2000,Petrol,Chennai,24,1
1259,2019,Hyundai,Hyundai Verna EX 1.4 VTVT,Verna,925000,24800,Petrol,Chennai,14,2
1260,2020,Mahindra,Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],XUV300,1390000,25000,Diesel,Chennai,24,1
1261,2017,Honda,Honda WR-V VX MT Diesel,WR-V,875000,46000,Diesel,Chennai,7,4
1262,2018,Ford,Ford EcoSport Titanium + 1.5L TDCi,EcoSport,1090000,20000,Diesel,Chennai,8,3
1263,2020,Mahindra,Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],XUV300,1390000,25000,Diesel,Chennai,24,1
1264,2018,Ford,Ford EcoSport Titanium + 1.5L TDCi,EcoSport,1090000,20000,Diesel,Chennai,8,3
1265,2021,Ford,Ford Endeavour Titanium Plus 2.0 4x4 AT,Endeavour,3850000,8000,Diesel,Chennai,8,0
1266,2017,Honda,Honda WR-V VX MT Diesel,WR-V,875000,46000,Diesel,Chennai,7,4
1267,2019,Hyundai,Hyundai Verna 1.6 VTVT SX (O),Verna,1195000,10000,Petrol,Chennai,14,2
1268,2019,Skoda,Skoda Rapid Monte Carlo 1.6 MPI MT,Rapid,1175000,10000,Petrol,Chennai,27,2
1269,2019,Jeep,Jeep Compass Limited Plus Petrol AT [2018-2020],Compass,2190000,24000,Petrol,Chennai,19,2
1270,2018,Mahindra,Mahindra XUV500 W5 [2018-2020],XUV500,1290000,29000,Diesel,Chennai,24,3
1271,2019,Hyundai,Hyundai Verna EX 1.4 VTVT,Verna,925000,24800,Petrol,Chennai,14,2
1272,2020,Mahindra,Mahindra XUV300 1.2 W6 [2019-2019],XUV300,990000,2000,Petrol,Chennai,24,1
1273,2014,Honda,Honda City VX CVT,City,790000,20000,Petrol,Chennai,7,7
1274,2015,Volkswagen,Volkswagen Vento Highline Diesel,Vento,620000,54000,Diesel,Chennai,3,6
1275,2010,Maruti Suzuki,Maruti Suzuki Ritz VXI BS-IV,Ritz,285000,72000,Petrol,Chennai,32,11
1276,2014,Audi,Audi A4 2.0 TDI (177bhp) Premium,A4,1850000,72000,Diesel,Chennai,10,7
1277,2016,Hyundai,Hyundai Elite i20 Asta 1.2 [2016-2017],Elite,630000,5700,Petrol,Chennai,14,5
1278,2014,Mahindra,Mahindra Bolero SLX BS IV,Bolero,540000,180000,Diesel,Chennai,24,7
1279,2018,Hyundai,Hyundai Creta S 1.6 AT CRDi,Creta,1250000,40000,Diesel,Chennai,14,3
1280,2013,Ford,Ford EcoSport Titanium 1.5 Ti-VCT AT,EcoSport,650000,60000,Petrol,Chennai,8,8
1281,2012,Honda,Honda City 1.5 E MT,City,525000,40000,Petrol,Chennai,7,9
1282,2012,Honda,Honda City 1.5 V AT,City,750000,65000,Petrol,Chennai,7,9
1283,2011,Honda,Honda City 1.5 S AT,City,490000,80000,Petrol,Chennai,7,10
1284,2019,Hyundai,Hyundai Elite i20 Magna Plus 1.2 [2019-2020],Elite,625000,33000,Petrol,Chennai,14,2
1285,2020,Renault,Renault Kwid 1.0 RXT AMT Opt [2016-2019],Kwid,530000,11500,Petrol,Chennai,15,1
1286,2019,Volvo,Volvo XC60 Inscription [2017-2020],XC60,5600000,40000,Diesel,Chennai,9,2
1287,2019,Volvo,Volvo XC60 Inscription [2017-2020],XC60,5600000,40000,Diesel,Chennai,9,2
1288,2020,Renault,Renault Kwid 1.0 RXT AMT Opt [2016-2019],Kwid,530000,11500,Petrol,Chennai,15,1
1289,2010,Mercedes-Benz,Mercedes-Benz S-Class 350 CDI L,S-Class,2400000,57000,Diesel,Chennai,2,11
1290,2005,Mercedes-Benz,Mercedes-Benz C-Class 200 K AT,C-Class,550000,74000,Petrol,Chennai,2,16
1291,2011,Mercedes-Benz,Mercedes-Benz C-Class 250 CDI,C-Class,1250000,97000,Diesel,Chennai,2,10
1292,2007,Honda,Honda CR-V 2.4 MT,CR-V,475000,120000,Petrol,Chennai,7,14
1293,2021,Hyundai,Hyundai Venue SX 1.0 Turbo iMT,Venue,1050000,2000,Petrol,Chennai,14,0
1294,2016,Hyundai,Hyundai Elite i20 Asta 1.2 [2016-2017],Elite,630000,57000,Petrol,Chennai,14,5
1295,2014,Jaguar,Jaguar XF 2.2 Diesel,XF,2200000,78000,Diesel,Chennai,40,7
1296,2019,Volkswagen,Volkswagen Passat Highline,Passat,2850000,25000,Diesel,Chennai,3,2
1297,2015,Volkswagen,Volkswagen Vento Highline Petrol AT,Vento,600000,66000,Petrol,Chennai,3,6
1298,2016,BMW,BMW 7 Series 730Ld DPE (CBU),7,5650000,54000,Diesel,Chennai,4,5
1299,2012,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 VXi,Wagon,300000,76000,Petrol,Chennai,32,9
1300,2019,Maruti Suzuki,Maruti Suzuki Alto K10 VXi,Alto,390000,13000,Petrol,Chennai,32,2
1301,2018,Maruti Suzuki,Maruti Suzuki Ciaz Alpha 1.4 AT,Ciaz,950000,25000,Petrol,Chennai,32,3
1302,2012,Hyundai,Hyundai i20 Magna 1.2,i20,375000,66000,Petrol,Chennai,14,9
1303,2014,Volkswagen,Volkswagen Vento Highline Diesel,Vento,575000,86000,Diesel,Chennai,3,7
1304,2018,Jeep,Jeep Compass Longitude (O) 2.0 Diesel [2017-2020],Compass,1650000,39500,Diesel,Chennai,19,3
1305,2004,Toyota,Toyota Camry ACV30R,Camry,500000,70500,Petrol,Chennai,1,17
1306,2011,Audi,Audi A4 2.0 TDI (177bhp) Premium,A4,1200000,44000,Diesel,Chennai,10,10
1307,2011,Honda,Honda Accord 2.4 AT,Accord,750000,65000,Petrol,Chennai,7,10
1308,2015,Volkswagen,Volkswagen Polo GT TSI,Polo,700000,50000,Petrol,Chennai,3,6
1309,2014,BMW,BMW 3 Series 320d Sport Line,3,2250000,55000,Diesel,Chennai,4,7
1310,2019,BMW,BMW 5 Series 520d Luxury Line [2017-2019],5,5190000,53000,Diesel,Chennai,4,2
1311,2019,Maruti Suzuki,Maruti Suzuki Alto K10 VXi,Alto,390000,13000,Petrol,Chennai,32,2
1312,2012,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 VXi,Wagon,300000,76000,Petrol,Chennai,32,9
1313,2017,Land Rover,Land Rover Range Rover Evoque HSE,Evoque,3550000,80400,Diesel,Chennai,18,4
1314,2007,BMW,BMW 6 Series 645i,6,1800000,30900,Petrol,Chennai,4,14
1315,2015,BMW,BMW 7 Series 730Ld,7,3800000,40500,Diesel,Chennai,4,6
1316,2018,BMW,BMW 5 Series 520d Luxury Line [2017-2019],5,4900000,39000,Diesel,Chennai,4,3
1317,2014,BMW,BMW 3 Series 320d Luxury Line,3,2250000,55000,Diesel,Chennai,4,7
1318,2014,Mahindra,Mahindra XUV500 W8 AWD,XUV500,1050000,58200,Diesel,Chennai,24,7
1319,2019,Volkswagen,Volkswagen Passat Highline,Passat,2850000,25000,Diesel,Chennai,3,2
1320,2012,Toyota,Toyota Innova 2.5 V 7 STR,Innova,1200000,108000,Diesel,Chennai,1,9
1321,2012,Hyundai,Hyundai i20 Magna 1.2,i20,375000,66000,Petrol,Chennai,14,9
1322,2012,Honda,Honda City 1.5 V MT,City,550000,55000,Petrol,Chennai,7,9
1323,2011,Volvo,Volvo XC60 D5 AWD AT,XC60,1150000,80000,Diesel,Chennai,9,10
1324,2019,Toyota,Toyota Innova Crysta 2.4 VX 8 STR [2016-2020],Innova,2175000,39900,Diesel,Chennai,1,2
1325,2013,Volkswagen,Volkswagen Vento Highline Petrol,Vento,475000,66000,Petrol,Chennai,3,8
1326,2016,Maruti Suzuki,Maruti Suzuki Swift ZXi,Swift,610000,15000,Petrol,Chennai,32,5
1327,2015,Hyundai,Hyundai Creta 1.6 S Plus AT,Creta,950000,79900,Diesel,Chennai,14,6
1328,2011,Hyundai,Hyundai i10 Asta 1.2 AT with Sunroof,i10,360000,22000,Petrol,Chennai,14,10
1329,2012,Audi,Audi A6 3.0 TDI quattro Premium Plus,A6,1450000,55000,Diesel,Chennai,10,9
1330,2016,Honda,Honda City V,City,790000,45000,Petrol,Chennai,7,5
1331,2019,Mahindra,Mahindra XUV500 W9 1.99,XUV500,1650000,19900,Diesel,Chennai,24,2
1332,2019,Hyundai,Hyundai Verna Fluidic 1.6 VTVT SX Opt AT,Verna,1300000,4000,Petrol,Chennai,14,2
1333,2012,Mercedes-Benz,Mercedes-Benz GL 350 CDI BlueEFFICIENCY,GL,2400000,148000,Diesel,Chennai,2,9
1334,2018,Hyundai,Hyundai Elite i20 Magna Executive 1.2,Elite,650000,18000,Petrol,Chennai,14,3
1335,2019,Mahindra,Mahindra XUV500 W9 1.99,XUV500,1650000,19900,Diesel,Chennai,24,2
1336,2012,Mahindra,Mahindra XUV500 W8 AWD,XUV500,800000,85000,Diesel,Chennai,24,9
1337,2013,Audi,Audi Q7 3.0 TDI quattro Premium Plus,Q7,2150000,83000,Diesel,Chennai,10,8
1338,2016,Honda,Honda City V,City,790000,45000,Petrol,Chennai,7,5
1339,2014,Hyundai,Hyundai Elite i20 Magna 1.4 CRDI,Elite,550000,52000,Diesel,Chennai,14,7
1340,2016,Maruti Suzuki,Maruti Suzuki Celerio ZXi,Celerio,425000,35000,Petrol,Chennai,32,5
1341,2016,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,1700000,79900,Diesel,Chennai,1,5
1342,2012,Audi,Audi A6 3.0 TDI quattro Premium Plus,A6,1450000,55000,Diesel,Chennai,10,9
1343,2018,Renault,Renault Duster 110 PS RXZ 4X2 AMT Diesel,Duster,925000,50000,Diesel,Chennai,15,3
1344,2015,Toyota,Toyota Innova 2.5 GX BS III 8 STR,Innova,1350000,85000,Diesel,Chennai,1,6
1345,2015,Mercedes-Benz,Mercedes-Benz C-Class C 220 CDI Avantgarde,C-Class,2350000,43000,Diesel,Chennai,2,6
1346,2012,Mercedes-Benz,Mercedes-Benz GL 350 CDI BlueEFFICIENCY,GL,2400000,148000,Diesel,Chennai,2,9
1347,2015,Hyundai,Hyundai Elite i20 Sportz 1.2,Elite,575000,39000,Petrol,Chennai,14,6
1348,2018,Hyundai,Hyundai Verna SX Plus 1.6 VTVT AT,Verna,1200000,19900,Petrol,Chennai,14,3
1349,2017,Maruti Suzuki,Maruti Suzuki Celerio ZXi AMT [2017-2019],Celerio,470000,51000,Petrol,Chennai,32,4
1350,2017,Land Rover,Land Rover Range Rover Evoque HSE,Evoque,3500000,30980,Diesel,Chennai,18,4
1351,2016,Audi,Audi Q3 30 TDI S,Q3,1395000,72000,Diesel,Chennai,10,5
1352,2014,BMW,BMW 5 Series 520d Luxury Line [2017-2019],5,2800000,27000,Diesel,Chennai,4,7
1353,2018,Hyundai,Hyundai Elite i20 Magna Executive 1.2,Elite,650000,18000,Petrol,Chennai,14,3
1354,2015,Maruti Suzuki,Maruti Suzuki Ciaz ZXi,Ciaz,675000,62000,Petrol,Chennai,32,6
1355,2016,Hyundai,Hyundai Creta 1.4 S,Creta,770000,175000,Diesel,Chennai,14,5
1356,2011,Nissan,Nissan Micra XE Petrol,Micra,225000,51000,Petrol,Chennai,11,10
1357,2016,Hyundai,Hyundai Creta 1.4 S,Creta,925000,40000,Diesel,Chennai,14,5
1358,2019,Hyundai,Hyundai Venue SX Plus 1.0 Turbo DCT,Venue,1125000,14000,Petrol,Chennai,14,2
1359,2016,Ford,Ford EcoSport Titanium 1.5L Ti-VCT AT,EcoSport,680000,69000,Petrol,Chennai,8,5
1360,2011,Nissan,Nissan Micra XE Petrol,Micra,225000,51000,Petrol,Chennai,11,10
1361,2016,Hyundai,Hyundai Creta 1.4 S,Creta,925000,40000,Diesel,Chennai,14,5
1362,2017,Hyundai,Hyundai Grand i10 Era U2 1.2 CRDi,Grand,380000,62000,Diesel,Chennai,14,4
1363,2018,Maruti Suzuki,Maruti Suzuki Ciaz Zeta 1.4 AT,Ciaz,825000,22000,Petrol,Chennai,32,3
1364,2020,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,2550000,9500,Diesel,Chennai,1,1
1365,2015,Volkswagen,Volkswagen Vento Highline Petrol AT,Vento,700000,60000,Petrol,Chennai,3,6
1366,2012,Land Rover,Land Rover Range Rover Evoque Dynamic SD4,Evoque,2350000,63000,Diesel,Chennai,18,9
1367,2012,Hyundai,Hyundai i20 Magna 1.2,i20,375000,66000,Petrol,Chennai,14,9
1368,2018,Audi,Audi Q3 35 TDI quattro Premium Plus,Q3,2650000,81296,Diesel,Chennai,10,3
1369,2017,Maruti Suzuki,Maruti Suzuki Baleno Zeta 1.2,Baleno,650000,32000,Petrol,Chennai,32,4
1370,2012,Mercedes-Benz,Mercedes-Benz C-Class C 250 CDI BlueEFFICIENCY,C-Class,1400000,87500,Diesel,Chennai,2,9
1371,2017,Maruti Suzuki,Maruti Suzuki Ertiga ZDI + SHVS,Ertiga,910000,48000,Diesel,Chennai,32,4
1372,2019,Hyundai,Hyundai Venue SX Plus 1.0 Turbo DCT,Venue,1125000,14000,Petrol,Chennai,14,2
1373,2012,Hyundai,Hyundai Verna Fluidic 1.6 CRDi SX Opt,Verna,550000,52000,Diesel,Chennai,14,9
1374,2018,Hyundai,Hyundai Verna 1.6 CRDI SX (O),Verna,1250000,38000,Diesel,Chennai,14,3
1375,2017,Hyundai,Hyundai Elite i20 Asta 1.4 CRDI,Elite,750000,40000,Diesel,Chennai,14,4
1376,2019,Hyundai,Hyundai Creta EX 1.4 CRDi,Creta,990000,58000,Diesel,Chennai,14,2
1377,2011,Toyota,Toyota Innova 2.5 VX 8 STR BS-IV,Innova,870000,120000,Diesel,Chennai,1,10
1378,2018,Maruti Suzuki,Maruti Suzuki Ciaz Delta Hybrid 1.5 [2018-2020],Ciaz,870000,38000,Petrol,Chennai,32,3
1379,2015,Hyundai,Hyundai i10 1.1L iRDE Magna Special Edition,i10,325000,54000,Petrol,Chennai,14,6
1380,2015,Mahindra,Mahindra Thar CRDe 4x4 AC,Thar,750000,64000,Diesel,Chennai,24,6
1381,2012,BMW,BMW X1 sDrive20d,X1,1385000,59000,Diesel,Chennai,4,9
1382,2010,Maruti Suzuki,Maruti Suzuki SX4 VXi,SX4,240000,90000,Petrol,Chennai,32,11
1383,2008,Hyundai,Hyundai i10 Sportz 1.2,i10,250000,73000,Petrol,Chennai,14,13
1384,2016,Ford,Ford Figo Titanium1.5 TDCi,Figo,475000,40000,Diesel,Chennai,8,5
1385,2016,Ford,Ford Endeavour Titanium 3.2 4x4 AT,Endeavour,2225000,65000,Diesel,Chennai,8,5
1386,2016,Renault,Renault Duster 110 PS RXZ 4X2 MT Diesel,Duster,690000,70000,Diesel,Chennai,15,5
1387,2014,Hyundai,Hyundai Elite i20 Era 1.2,Elite,515000,29000,Petrol,Chennai,14,7
1388,2015,Hyundai,Hyundai i10 1.1L iRDE Magna Special Edition,i10,325000,54000,Petrol,Chennai,14,6
1389,2019,Kia,Kia Seltos GTX 1.4 Dual Tone,Seltos,1590000,7000,Petrol,Chennai,20,2
1390,2019,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,890000,45000,Diesel,Chennai,8,2
1391,2016,Ford,Ford Endeavour Titanium 3.2 4x4 AT,Endeavour,2090000,74000,Diesel,Chennai,8,5
1392,2012,Mahindra,Mahindra XUV500 W8,XUV500,750000,130000,Diesel,Chennai,24,9
1393,2016,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,575000,68000,Diesel,Chennai,8,5
1394,2017,Honda,Honda Jazz V Petrol,Jazz,725000,13000,Petrol,Chennai,7,4
1395,2016,Mahindra,Mahindra TUV300 T8,TUV300,675000,64000,Diesel,Chennai,24,5
1396,2011,Ford,Ford Endeavour 2.5L 4x2,Endeavour,950000,60000,Diesel,Chennai,8,10
1397,2017,Hyundai,Hyundai Grand i10 Sportz AT 1.2 Kappa VTVT,Grand,550000,44000,Petrol,Chennai,14,4
1398,2017,Ford,Ford Endeavour Trend 3.2 4x4 AT,Endeavour,2290000,61000,Diesel,Chennai,8,4
1399,2014,Toyota,Toyota Innova 2.5 G 7 STR BS-IV,Innova,1149000,112000,Diesel,Chennai,1,7
1400,2012,BMW,BMW X1 sDrive20d,X1,1385000,59000,Diesel,Chennai,4,9
1401,2017,Ford,Ford Endeavour Trend 3.2 4x4 AT,Endeavour,2400000,90000,Diesel,Chennai,8,4
1402,2012,Mahindra,Mahindra Scorpio SLE 2.6 CRDe,Scorpio,650000,135000,Diesel,Chennai,24,9
1403,2016,BMW,BMW X3 xDrive-20d xLine,X3,3400000,40000,Diesel,Chennai,4,5
1404,2013,Toyota,Toyota Innova 2.5 V 7 STR,Innova,1250000,130000,Diesel,Chennai,1,8
1405,2019,Maruti Suzuki,Maruti Suzuki Swift Dzire LDI,Swift,600000,62000,Diesel,Chennai,32,2
1406,2017,Hyundai,Hyundai Grand i10 Magna 1.1 CRDi [2016-2017],Grand,380000,65000,Diesel,Chennai,14,4
1407,2012,Toyota,Toyota Corolla Altis G Diesel,Corolla,650000,77000,Diesel,Chennai,1,9
1408,2013,Skoda,Skoda Laura Ambition 1.8 TSI,Laura,625000,106000,Petrol,Chennai,27,8
1409,2016,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,750000,34000,Diesel,Chennai,8,5
1410,2015,Audi,Audi A8 L 3.0 TDI quattro,A8,4500000,57700,Diesel,Chennai,10,6
1411,2018,Toyota,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],Innova,2300000,40000,Diesel,Chennai,1,3
1412,2017,Hyundai,Hyundai Grand i10 Magna 1.1 CRDi [2016-2017],Grand,380000,65000,Diesel,Chennai,14,4
1413,2020,Hyundai,Hyundai Tucson GL 2WD AT Petrol,Tucson,2500000,4500,Petrol,Chennai,14,1
1414,2015,Hyundai,Hyundai Eon D-Lite +,Eon,320000,36000,Petrol,Chennai,14,6
1415,2019,Hyundai,Hyundai Creta SX 1.6 AT Petrol,Creta,1380000,32000,Petrol,Chennai,14,2
1416,2015,Hyundai,Hyundai Grand i10 Asta 1.1 CRDi [2013-2016],Grand,445000,65000,Diesel,Chennai,14,6
1417,2019,Maruti Suzuki,Maruti Suzuki Swift Dzire LDI,Swift,600000,62000,Diesel,Chennai,32,2
1418,2017,Volvo,Volvo S60 Polestar [2017-2020],S60,3950000,49855,Petrol,Chennai,9,4
1419,2017,Ford,Ford Mustang GT Fastback 5.0L v8,Mustang,6500000,11100,Petrol,Chennai,8,4
1420,2016,BMW,BMW X1 sDrive20d xLine,X1,2600000,37000,Diesel,Chennai,4,5
1421,2016,Jaguar,Jaguar XF 3.0 V6 Premium Luxury,XF,2850000,63000,Diesel,Chennai,40,5
1422,2013,Mercedes-Benz,Mercedes-Benz M-Class ML 350 CDI,M-Class,2400000,120000,Diesel,Chennai,2,8
1423,2017,Maruti Suzuki,Maruti Suzuki Ciaz Zeta 1.4 AT,Ciaz,785000,49000,Petrol,Chennai,32,4
1424,2017,Hyundai,Hyundai Verna 1.6 VTVT SX,Verna,875000,10001,Petrol,Chennai,14,4
1425,2015,Audi,Audi Q3 35 TDI Premium Plus,Q3,2200000,76000,Diesel,Chennai,10,6
1426,2011,Toyota,Toyota Innova 2.5 E 7 STR,Innova,1000000,190000,Diesel,Chennai,1,10
1427,2017,Volkswagen,Volkswagen Polo Highline1.0L (P),Polo,585000,38000,Petrol,Chennai,3,4
1428,2020,Kia,Kia Sonet GTX Plus 1.0 iMT [2020-2021],Sonet,1450000,3000,Petrol,Chennai,20,1
1429,2017,Hyundai,Hyundai Creta SX Plus 1.6 Petrol,Creta,1025000,37000,Petrol,Chennai,14,4
1430,2019,Hyundai,Hyundai Verna 1.6 VTVT SX,Verna,995000,17000,Petrol,Chennai,14,2
1431,2020,BMW,BMW X4 M [2019],X4,6800000,20000,Petrol,Chennai,4,1
1432,2017,Tata,Tata Hexa XT 4x4 7 STR,Hexa,1075000,85000,Diesel,Chennai,40,4
1433,2012,Renault,Renault Duster 110 PS RxL Diesel,Duster,525000,65000,Diesel,Chennai,15,9
1434,2015,Skoda,Skoda Rapid 1.5 TDI CR Elegance AT,Rapid,790000,57000,Diesel,Chennai,27,6
1435,2017,Maruti Suzuki,Maruti Suzuki Ignis Zeta 1.2 MT,Ignis,485000,24000,Petrol,Chennai,32,4
1436,2018,Maruti Suzuki,Maruti Suzuki Baleno Zeta,Baleno,690000,35000,Petrol,Chennai,32,3
1437,2018,Honda,Honda Jazz V Diesel,Jazz,750000,29000,Diesel,Chennai,7,3
1438,2018,Honda,Honda City VX Diesel,City,990000,41000,Diesel,Chennai,7,3
1439,2019,Renault,Renault Duster 85 PS RXS 4X2 MT Diesel,Duster,1090000,16000,Diesel,Chennai,15,2
1440,2017,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,850000,44000,Diesel,Chennai,8,4
1441,2018,Toyota,Toyota Innova Crysta 2.4 VX 8 STR [2016-2020],Innova,2050000,41000,Diesel,Chennai,1,3
1442,2015,Jaguar,Jaguar XF 2.2 Diesel,XF,2200000,77000,Diesel,Chennai,40,6
1443,2014,BMW,BMW X1 sDrive20d,X1,1450000,63000,Diesel,Chennai,4,7
1444,2010,Skoda,Skoda Superb Elegance 2.0 TDI CR AT,Superb,600000,104000,Diesel,Chennai,27,11
